language,tweetContentProcessed,mediaUrl,tweetId,image_id,year,tweetContent,description
en,In Oceanside the palm trees sway and the temperature is almost always perfect There is just one problem The sand is disappearing Leaders are now rushing to reimagine the shoreline and make it a new kind of California beach town before its too late,https://pbs.twimg.com/media/F5CZO3uWMAEbvVr.jpg,286,tweetImg286.jpg,2025,"In Oceanside, the palm trees sway and the temperature is almost always perfect. There is just one problem: The sand is disappearing. Leaders are now rushing to reimagine the shoreline and make it a new kind of California beach town — before it's too late. https://t.co/JKPzbvfhBK https://t.co/7MU9Mbz2d0",An image of the ocean and a sandy beach with the words: A California Beach Town is desperate to save its vanishing sand
en,I ate this whole thing by myself All of it commented one reader This unfussy cake with a top layer of jammy strawberries is so gooey its best to serve the whole thing with a spoon,https://pbs.twimg.com/amplify_video_thumb/1545427925197103106/img/74CaquNnGHAGQLqs.jpg,287,tweetImg287.jpg,2025,"""I ate this whole thing by myself. All of it,"" commented one reader.

This unfussy cake with a top layer of jammy strawberries is so gooey it’s best to serve the whole thing with a spoon.
https://t.co/tII9nA35xB https://t.co/PSvS2dRHJd",An image of a strawberry cobbler with ice cream and a spoon
en,For the dreamiest roasted potatoes with creamy insides and very crispy outsides follow this classic Greek method,https://pbs.twimg.com/media/F5CEqcAWwAATBsv.jpg,288,tweetImg288.jpg,2025,For the dreamiest roasted potatoes — with creamy insides and very crispy outsides — follow this classic Greek method. https://t.co/9GSHYAde9Z https://t.co/8uu2sruH9t,An image of roasted potatoes with a quote from Ann on the recipe
en,Every year this is a fantastic dish Tomato season just got even better with this recipe,https://pbs.twimg.com/media/F5B26gyXsAAs96k.jpg,289,tweetImg289.jpg,2025,"""Every year, this is a fantastic dish.""

Tomato season just got even better with this recipe. https://t.co/IPCRrLDbTQ https://t.co/cKTdgATQZg",An image of a tomato tart with ricotta and basil
en,Jimmy Buffett the singer songwriter author sailor and entrepreneur whose roguish brand of island escapism on hits like Margaritaville made him a folk hero especially among his devoted following of socalled Parrot Heads died on Friday He was 76,https://pbs.twimg.com/media/F5BluMmXQAAQ9H-.jpg,290,tweetImg290.jpg,2025,"Jimmy Buffett, the singer, songwriter, author, sailor and entrepreneur whose roguish brand of island escapism on hits like “Margaritaville” made him a folk hero, especially among his devoted following of so-called Parrot Heads, died on Friday. He was 76. https://t.co/vjpBw7PPOF https://t.co/q4U7agBp9f",An image of Jimmy Buffett sitting in a blue chair with a beach ball.
en,What an incredible dessert It takes a little time but its not complicated This peach galette is sweet flaky and topped with a wonderful kick of chile,https://pbs.twimg.com/media/F4-kT5fXQAATCeS.jpg,291,tweetImg291.jpg,2025,"""What an incredible dessert! It takes a little time, but it's not complicated.""

This peach galette is sweet, flaky and topped with a wonderful kick of chile. https://t.co/tHYW6BiI9N https://t.co/7H0VhsXO2f",An image of a peach galette with chocolate drizzled on top
en,What are your packing tips Wirecutter has some suggestions,https://pbs.twimg.com/media/F499Y2vWsAA9-es.jpg,292,tweetImg292.jpg,2025,What are your packing tips? @Wirecutter has some suggestions. https://t.co/HQIWJn3ytK https://t.co/gQXY7MOtMo,An image of a packing list with the following text:
en,Of Ed Ruschas hundreds of projects Chocolate Room is his only installation Its been shown just seven times since its creation in 1970 Now it will be part of a career survey at the Museum of Modern Art,https://pbs.twimg.com/amplify_video_thumb/1697680006032273408/img/l--L675tbqNM1SMf.jpg,293,tweetImg293.jpg,2025,"Of Ed Ruscha’s hundreds of projects, “Chocolate Room” is his only installation. It’s been shown just seven times since its creation in 1970. Now, it will be part of a career survey at the Museum of Modern Art. https://t.co/gdNmeEJEjA https://t.co/nGQ3zby9vf",An image of a spoon dripping chocolate into a bowl
en,Beautiful color a delicious riff on blondies raves all around Saffron and pistachio is a classic flavoring in South Asian Iranian and other desserts and for good reason,https://pbs.twimg.com/amplify_video_thumb/1697025022504611840/img/1Jb97VkBgnvFAAQH.jpg,294,tweetImg294.jpg,2025,"""Beautiful color, a delicious riff on blondies, raves all around."" Saffron and pistachio is a classic flavoring in South Asian, Iranian and other desserts — and for good reason. https://t.co/FQLChU2cFF https://t.co/nJBChNRZf8",An image of a hand holding a slice of cake topped with yellow frosting and chopped pistachios.
en,A salsa verde can instantly elevate any simply grilled vegetable but in this recipe it does double duty serving as a garlicky herby marinade and a finishing sauce for chunks of halloumi and zucchini,https://pbs.twimg.com/media/F487GjeX0AADPwL.jpg,295,tweetImg295.jpg,2025,"A salsa verde can instantly elevate any simply grilled vegetable, but in this recipe, it does double duty, serving as a garlicky, herby marinade and a finishing sauce for chunks of halloumi and zucchini. https://t.co/RUuCIDhRBx https://t.co/RwD5u3Wf4z",An image of grilled zucchini and halloumi skewers with pesto on a white platter
en,This alwaysmakesyouhappy dessert combines two classics smores and pan con chocolate a Spanish snack of toast with melted chocolate on top,https://pbs.twimg.com/media/F48tVqeXcAAc-zP.jpg,296,tweetImg296.jpg,2025,"This always-makes-you-happy dessert combines two classics: s’mores and pan con chocolate, a Spanish snack of toast with melted chocolate on top. 
https://t.co/VfIabYpPh3 https://t.co/XEZOdQkugK",An image of a grilled s'mores sandwich on a purple plate
en,US employers added 187000 jobs in August a steady pace of hiring and the unemployment rate rose to 38 Follow our updates,https://pbs.twimg.com/media/F48cWSUWcAA4YBr.png,297,tweetImg297.jpg,2025,"U.S. employers added 187,000 jobs in August, a steady pace of hiring, and the unemployment rate rose to 3.8%.

Follow our updates.
https://t.co/fyAKKc4pyo https://t.co/hXERYg1FWY",An image of a bar graph showing the monthly change in jobs in the U.S.
en,Eiichiro Oda the creator of One Piece knows that liveaction adaptations of manga and anime have found little success But in a rare interview he discussed why he thinks Netflixs version could be the exception,https://pbs.twimg.com/media/F48ZJnnXMAAuwen.png,298,tweetImg298.jpg,2025,"Eiichiro Oda, the creator of “One Piece,” knows that live-action adaptations of manga and anime have found little success. But in a rare interview, he discussed why he thinks Netflix’s version could be the exception.
https://t.co/KpwXezDwof https://t.co/1tVP2orlr6",An image of a quote from the creator of One Piece
en,A bipartisan Texas bill that eliminates sales taxes on period products went into effect on Friday making it the 24th state to remove the tampon tax The law also eliminates taxes on diapers baby wipes bottles maternity clothes and breast pumps,https://pbs.twimg.com/media/F48A4YkXMAAg3Wm.jpg,299,tweetImg299.jpg,2025,"A bipartisan Texas bill that eliminates sales taxes on period products went into effect on Friday, making it the 24th state to remove the “tampon tax.” The law also eliminates taxes on diapers, baby wipes, bottles, maternity clothes and breast pumps.
https://t.co/nvu1yj7u34 https://t.co/SepNNXGbHz",An image of tampons with the title Texas is the Latest State to Drop the 'Tampon Tax'
en,Bringing a standardissue bottle of wine to a party can be predictable So why not try for something thats both crowdpleasing and surprising,https://pbs.twimg.com/media/F46mPgVWwAAMaz3.jpg,300,tweetImg300.jpg,2025,Bringing a standard-issue bottle of wine to a party can be predictable. So why not try for something that's both crowd-pleasing and surprising? https://t.co/aeiCKOM0s1 https://t.co/ZBYidplMva,"An image of a gift box, a bottle of hand sanitizer, and a woman making a sandwich."
en,If you like a cold bed this thing is amazing This bedcooling system has been recommended to athletes and menopausal patients for its effectiveness in ensuring restful sleep Our Wirecutter tester and his sweaty husband also love it,https://pbs.twimg.com/media/F46YgNWXsAAar2d.jpg,301,tweetImg301.jpg,2025,"“If you like a cold bed, this thing is amazing.” This bed-cooling system has been recommended to athletes and menopausal patients for its effectiveness in ensuring restful sleep. Our Wirecutter tester and his sweaty husband also love it. https://t.co/bNsI4SuXKH https://t.co/rV41EaY3HZ",An image of a bed with a white bed-cooling system sitting on the floor
en,A good sleep mask will block out most light but a great sleep mask will make you forget youre wearing one Wirecutter has tested sleep masks for more than four years and has never wavered from their top pick,https://pbs.twimg.com/media/F452LbrWoAA-XtB.jpg,302,tweetImg302.jpg,2025,"A good sleep mask will block out most light, but a great sleep mask will make you forget you’re wearing one. @Wirecutter has tested sleep masks for more than four years and has never wavered from their top pick. https://t.co/HZR5QHvzGa https://t.co/8CBdQUXd7q",An image of a man sleeping with a black sleep mask
en,This soup is a family favorite and the onepot nopeeling simplicity means that its a dish you can easily cook on a weeknight,https://pbs.twimg.com/media/F45hkjEX0AAvY4M.jpg,303,tweetImg303.jpg,2025,"This soup is a family favorite, and the one-pot, no-peeling simplicity means that it’s a dish you can easily cook on a weeknight. https://t.co/6I4Xdta5bx https://t.co/51GqV10rdH",An image of a bowl of butternut squash soup
en,Sushi bake is essentially a California roll casserole in which the main ingredients of the popular sushi roll are layered then baked for an easy comfort dish,https://pbs.twimg.com/media/F45T2YqXgAAJd8e.jpg,304,tweetImg304.jpg,2025,"Sushi bake is essentially a California roll casserole in which the main ingredients of the popular sushi roll are layered, then baked for an easy comfort dish. https://t.co/QFnk8LHGS7 https://t.co/wcdaWPmTyT","An image of a blue baking dish filled with a cheesy, bacon-topped rice casserole"
en,For seven years Lee Meyer has been chauffeuring his 2200pound pet steer named Howdy Doody with its horns and head exposed to the open air in a customized Ford Crown Victoria with the license plate Boy Dog,https://pbs.twimg.com/amplify_video_thumb/1697375767955394560/img/qUKX3CuAN4WdquVF.jpg,305,tweetImg305.jpg,2025,"For seven years, Lee Meyer has been chauffeuring his 2,200-pound pet steer named Howdy Doody, with its horns and head exposed to the open air, in a customized Ford Crown Victoria with the license plate “Boy Dog.” https://t.co/Ntiddd7DVt https://t.co/hcTC8oJsRs",An image of a bull being transported in a car
en,The unveiling of a nearly 200yearold time capsule at the US Military Academy in West Point New York yielded great disappointment this week when it appeared to contain only dirt Then the academys archaeologist found silver coins and a medal inside,https://pbs.twimg.com/media/F446q30WgAAQKnH.jpg,306,tweetImg306.jpg,2025,"The unveiling of a nearly 200-year-old time capsule at the U.S. Military Academy in West Point, New York, yielded great disappointment this week when it appeared to contain only dirt. Then the academy’s archaeologist found silver coins and a medal inside. https://t.co/glP8CiNsQ5 https://t.co/yj5VeXH8EC",An image of two men opening a time capsule.
en,Yes cleaning can be a joy especially with the right tools,https://pbs.twimg.com/media/F44mE8QXUAAKDO9.jpg,307,tweetImg307.jpg,2025,"Yes, cleaning can be a joy, especially with the right tools. https://t.co/aMcj8Tt3QH https://t.co/jeGdHe9Ppr",An image of a variety of cleaning products
en,Forever chemicals are everywhere including in period and incontinence productseven in some that companies claim are free of such substances,https://pbs.twimg.com/media/F44YV6zXMAAZE2P.jpg,308,tweetImg308.jpg,2025,"Forever chemicals are everywhere, including in period and incontinence products—even in some that companies claim are free of such substances. https://t.co/kPq60SoZsX https://t.co/aAlPpK7jsk",An image of period underwear and pads
en,This is the crowd of 92003 people that set a new world record for attendance at a womens sporting event on Wednesday at a University of Nebraska volleyball game at Memorial Stadium Read more from The Athletic,https://pbs.twimg.com/amplify_video_thumb/1697315040754376704/img/M7xvQvaxG0UiTjn6.jpg,309,tweetImg309.jpg,2025,"This is the crowd of 92,003 people that set a new world record for attendance at a women’s sporting event on Wednesday at a University of Nebraska volleyball game at Memorial Stadium. Read more from The Athletic: https://t.co/vbqkBSzxqc https://t.co/qQIn7JbG3n",An image of the Nebraska volleyball team warming up before a game.
en,Justice Clarence Thomas responded in detail to reports that he had failed to disclose luxury trips flights on a private jet and a real estate transaction with Harlan Crow a Texas billionaire in his annual financial disclosure form released Thursday,https://pbs.twimg.com/media/F44TxzZW8AAL9Nt.png,310,tweetImg310.jpg,2025,"Justice Clarence Thomas responded in detail to reports that he had failed to disclose luxury trips, flights on a private jet and a real estate transaction with Harlan Crow, a Texas billionaire, in his annual financial disclosure form released Thursday. https://t.co/sRBJnT9kfo https://t.co/S6GUvtIR9l",An image of the Justice Thomas report with the following text:
en,In blinded headtohead sandwich comparisons Dukes Hellmans Kraft 10 of 10 people liked the Dukes sandwich better Whatever your mayo of choice this tomato furikake sandwich is a hit,https://pbs.twimg.com/amplify_video_thumb/1697024176358334464/img/cP6oq-lRDBMk1mVe.jpg,311,tweetImg311.jpg,2025,"""In blinded, head-to-head sandwich comparisons (Dukes, Hellman’s, Kraft), 10 of 10 people liked the Dukes sandwich better.""

Whatever your mayo of choice, this tomato furikake sandwich is a hit. https://t.co/2FzHEDvhZ0 https://t.co/fNgl532FTB",An image of a tomato sandwich being cut in half with a knife.
en,Breaking News Joseph Biggs a onetime Proud Boys lieutenant was sentenced to 17 years for seditious conspiracy in the Jan 6 riot,https://pbs.twimg.com/media/F44Ae5WXsAAxFJV.jpg,312,tweetImg312.jpg,2025,"Breaking News: Joseph Biggs, a onetime Proud Boys lieutenant, was sentenced to 17 years for seditious conspiracy in the Jan. 6 riot. https://t.co/PcOtzjxO03 https://t.co/JsxQKPpp1W","An image of a news article with the headline: Proud Boys Lieutenant Sentenced to 17 Years in Jan. 6 Sedition Case. The headline reads: The penalty for Joseph Biggs is the second longest so far in more than 1,100 criminal cases storming from the Capitol attack."
en,An earlymorning blaze killed at least 74 people including a dozen children in Johannesburg on Thursday officials said It consumed a fivestory downtown building in one of the deadliest residential fires in South Africas history,https://pbs.twimg.com/amplify_video_thumb/1697289727706042368/img/X4vbNR8YcT57mYHE.jpg,313,tweetImg313.jpg,2025,"An early-morning blaze killed at least 74 people, including a dozen children, in Johannesburg on Thursday, officials said. It consumed a five-story downtown building in one of the deadliest residential fires in South Africa’s history. https://t.co/e4MvJ8AZwa https://t.co/PsW6vhM87k",An image of a fire at a building in Johannesburg.
en,Heather and David Durst did as much as they could to prepare for the flooding expected from Hurricane Idalia in Hudson Florida But they still lost everything when their house caught on fire during the storm,https://pbs.twimg.com/amplify_video_thumb/1697285243718213637/img/Qli8j6gzQp8u9aO_.jpg,314,tweetImg314.jpg,2025,"Heather and David Durst did as much as they could to prepare for the flooding expected from Hurricane Idalia in Hudson, Florida. But they still lost everything when their house caught on fire during the storm. https://t.co/pACyppaCG6 https://t.co/i6BFOVX1F3",An image of a couple standing in front of their destroyed home.
en,At least 74 people were killed and dozens of others injured in Johannesburg on Thursday when a blaze tore through a fivestory building that had become a sprawling informal settlement city officials said The cause was not yet known Follow live updates,https://pbs.twimg.com/media/F4302wVWoAA9k-D.jpg,315,tweetImg315.jpg,2025,"At least 74 people were killed and dozens of others injured in Johannesburg on Thursday when a blaze tore through a five-story building that had become a sprawling informal settlement, city officials said. The cause was not yet known.

Follow live updates. https://t.co/Z4GyBmbSUN https://t.co/UClK1Nw63W",An image of a fire burning in a city with the text: At least 74 killed in South Africa's deadliest residential fire in years
en,This cheesecake is done in a fraction of the time it would take to bake one and looks beautiful especially with cherry pie filling on top,https://pbs.twimg.com/amplify_video_thumb/1567978725865652228/img/3vn37IGfy5pZG4RH.jpg,316,tweetImg316.jpg,2025,"This cheesecake is done in a fraction of the time it would take to bake one and looks beautiful, especially with cherry pie filling on top. https://t.co/FuyLAId655 https://t.co/lSf6idOgYO",An image of a slice of cheesecake with cherries on top
en,Breaking News Donald Trump pleaded not guilty in the Georgia criminal case waiving his arraignment,https://pbs.twimg.com/media/F43v7kbXUAAU_4f.jpg,317,tweetImg317.jpg,2025,"Breaking News: Donald Trump pleaded not guilty in the Georgia criminal case, waiving his arraignment. https://t.co/FUuodQU1ir https://t.co/Vh5nlA9DT2",An image of a headline reading: Trump Pleads Not Guilty in Georgia Election Interference Case
en,We refer to any cocktail made for someone too insecure for stemware as a Fragile Masculinitini Bartenders say that many men appear as committed as ever to drinking out of manly glasses and avoiding glassware they deem too feminine,https://pbs.twimg.com/media/F43s2vQWAAAsMvf.jpg,318,tweetImg318.jpg,2025,"""We refer to any cocktail made for someone too insecure for stemware as a Fragile Masculinitini.""

Bartenders say that many men appear as committed as ever to drinking out of “manly” glasses and avoiding glassware they deem too feminine. https://t.co/lwDaAxnMpa https://t.co/6gaI7USELs",An image of cocktails and a cocktail glass on a table
en,Served warm from the oven with a dab of softly whipped cream this lemon pudding melts in your mouth It is one of our most popular recipes of 2023 so far,https://pbs.twimg.com/media/F43kBZkaEAAjAG7.jpg,319,tweetImg319.jpg,2025,"Served warm from the oven, with a dab of softly whipped cream, this lemon pudding melts in your mouth. It is one of our most popular recipes of 2023, so far.  https://t.co/ayo5G0tJbp https://t.co/NmbGroggZK",An image of a bowl of creme brulee with a dollop of whipped cream
en,Many were buried onsite at the schools as this diagram of a graveyard from Santa Fe Indian School shows In locations around the country Native tribes are working to find students remains and in some cases repatriate them to Native nations,https://pbs.twimg.com/media/F43RJH0aQAAcQeL.jpg,320,tweetImg320.jpg,2025,"Many were buried onsite at the schools, as this diagram of a graveyard from Santa Fe Indian School shows. In locations around the country, Native tribes are working to find students’ remains and, in some cases, repatriate them to Native nations. https://t.co/jj1T9vof9l https://t.co/1Vkpn98gMj","An image of a cemetery plot log book, with the title ""Cemetery Plot Locations at the Santa Fe Indian School"" and the National Archives and Records Administration logo at the bottom of the image."
en,At least hundreds of children are known to have died in Native American boarding schools The Interior Department indicated in a report last year that they expected the number to grow substantially as research continues,https://pbs.twimg.com/media/F43Q_j_aIAAnyVy.jpg,321,tweetImg321.jpg,2025,At least hundreds of children are known to have died in Native American boarding schools. The Interior Department indicated in a report last year that they expected the number to grow substantially as research continues. https://t.co/jj1T9vof9l https://t.co/tt8EzKaMYq,An image of a map with the words A Cemetery Location at the Genoa Indian School is Unknown
en,When James LaBelle was taken away to boarding school he said he found himself literally tied to other Native Alaskan children by a rope inserted in the belt loops of their pants,https://pbs.twimg.com/media/F43Qzd-bYAE6_1J.jpg,322,tweetImg322.jpg,2025,"When James LaBelle was taken away to boarding school, he said, he found himself literally tied to other Native Alaskan children by a rope inserted in the belt loops of their pants. https://t.co/jj1T9vof9l https://t.co/i0ir2TW6XQ","An image of James LaBelle with a quote that reads: ""James LaBelle was 8 years old in 1965, when he was sexually abused by a teacher at his school operated by the Bureau of Indian Affairs in southeast Alaska. Physical and sexual abuse were rampant, he said."""
en,It was just what you did no questions asked one survivor Anita Yellowhair told The Times They hired me out on weekends to clean the homes of white families She and other survivors recounted horrors including physical and sexual abuse,https://pbs.twimg.com/media/F43QqO-bsAAHEoT.jpg,323,tweetImg323.jpg,2025,"“It was just what you did, no questions asked,” one survivor, Anita Yellowhair, told The Times. “They hired me out on weekends to clean the homes of white families.” She and other survivors recounted horrors including physical and sexual abuse. https://t.co/jj1T9vof9l https://t.co/wGQlrQB5uA",An image of Anita Yellowhorse with a quote that reads: They hired me out on weekends to clean the homes of white families.
en,Students were often made to perform manual labor both at school and in programs that sent them to work at farms factories and households sometimes many miles from school,https://pbs.twimg.com/media/F43QgORakAAsYIV.jpg,324,tweetImg324.jpg,2025,"Students were often made to perform manual labor, both at school and in programs that sent them to work at farms, factories and households, sometimes many miles from school. https://t.co/jj1T9vof9l https://t.co/cU0ByuTzal",An image of a map with a line connecting Carlisle Indian Industrial School to many other schools in the area.
en,Children were often sent far from home Families who resisted could be severely punished including with arrest This map shows the origins of students who attended the most prominent boarding school Carlisle Indian Industrial School in Pennsylvania,https://pbs.twimg.com/media/F43QU0WacAAKmwA.jpg,325,tweetImg325.jpg,2025,"Children were often sent far from home. Families who resisted could be severely punished, including with arrest. This map shows the origins of students who attended the most prominent boarding school, Carlisle Indian Industrial School in Pennsylvania. https://t.co/jj1T9vof9l https://t.co/mQBdyNjbUh",An image of a map showing the locations of boarding schools where children were sent far from home to attend school.
en,These schools were designed to break family ties and strip children of their culture Students names were changed they were forced to dress speak and worship like white people Promotional materials touted the assimilation process,https://pbs.twimg.com/media/F43QJ3xa4AAjNJV.jpg,326,tweetImg326.jpg,2025,"These schools were designed to break family ties and strip children of their culture. Students’ names were changed; they were forced to dress, speak and worship like white people. Promotional materials touted the assimilation process. https://t.co/jj1T9vof9l https://t.co/Hc3DQfEpKS",An image of a book cover with an Indian sitting in a teepee and a horse in the background
en,At least 523 institutions were part of the sprawling network of boarding schools for Native American children Historians researchers activists and survivors have been filling in many of the blanks in this dark chapter of American history,https://pbs.twimg.com/ext_tw_video_thumb/1697241202276614144/pu/img/EcFZbQOVteSi2dO3.jpg,327,tweetImg327.jpg,2025,"At least 523 institutions were part of the sprawling network of boarding schools for Native American children. Historians, researchers, activists and survivors have been filling in many of the blanks in this dark chapter of American history. https://t.co/jj1T9vof9l https://t.co/ybweWl5392","An image of a map and text that reads: The Native American Boarding School System. For more than 150 years, hundreds of thousands of Native American children were sent to boarding schools across the country."
en,The blue supermoon on Wednesday the second full moon in August was a celestial rarity The next ones wont occur until 2037 See photos from around the world,https://pbs.twimg.com/media/F42-nSyWUAEoF9e.jpg,328,tweetImg328.jpg,2025,"The blue supermoon on Wednesday, the second full moon in August, was a celestial rarity. The next ones won't occur until 2037. 🌕

See photos from around the world.
https://t.co/xUb1lAlQUR https://t.co/BpRzdXiK4f",An image of people watching the supermoon
en,Rep Alexandria OcasioCortez is no longer the freshman outsider But shes not ready to call herself an insider She spoke to The New York Times about this stage of her career immigration social media and working with her rightwing colleagues,https://pbs.twimg.com/media/F42zpqBXgAACSA_.jpg,329,tweetImg329.jpg,2025,"Rep. Alexandria Ocasio-Cortez is no longer the freshman outsider. But she’s not ready to call herself an insider.

She spoke to The New York Times about this stage of her career, immigration, social media and working with her right-wing colleagues. https://t.co/aNhU4YyViN https://t.co/gHf6fagHbD","An image of a quote from Alexandria Ocasio-Cortez that reads, ""I had to prove to this world of Washington that I was serious and skilled, and that I wasn't just here to make a headline, but that Iwas here to engage in this process in a skilled and sophisticated way."""
en,A fire tore through a fivestory building in Johannesburg that had become a sprawling informal settlement killing at least 63 people and injuring dozens of others officials said Follow our updates,https://pbs.twimg.com/media/F42PyYLWUAAMa8K.jpg,330,tweetImg330.jpg,2025,"A fire tore through a five-story building in Johannesburg that had become a sprawling informal settlement, killing at least 63 people and injuring dozens of others, officials said.

Follow our updates.
https://t.co/GpmHlEhWgt https://t.co/aQLwGR1J4p","An image of a firefighter on a ladder, with smoke billowing from the building."
en,From TheAthletic Over 11000 NHL fans graded their teams front offices Unfortunately for Maple Leafs fans they are back in familiar but forgotten territory,https://pbs.twimg.com/media/F41jgiMWQAAizkb.jpg,331,tweetImg331.jpg,2025,"From @TheAthletic: Over 11,000 NHL fans graded their teams' front offices. Unfortunately for Maple Leafs fans, they are back in familiar but forgotten territory. https://t.co/S590RjcVqw https://t.co/uHxNIYUGv1",An image of a hockey player holding a stick and wearing a Toronto Maple Leafs jersey.
en,Rep Alexandria OcasioCortez is no longer the freshman outsider But shes not ready to call herself an insider She spoke to The New York Times about this stage of her career immigration social media and working with her rightwing colleagues,https://pbs.twimg.com/media/F40Vu6gXoAAUCb7.jpg,332,tweetImg332.jpg,2025,"Rep. Alexandria Ocasio-Cortez is no longer the freshman outsider. But she’s not ready to call herself an insider.

She spoke to The New York Times about this stage of her career, immigration, social media and working with her right-wing colleagues. https://t.co/yT3VC5hlNX https://t.co/uP8CNzkRMx","An image of Alexandria Ocasio-Cortez with the words ""Alexandria Ocasio-Cortez is not ready to call herself an insider"""
en,This fivestar shrimp scampi with orzo is speedy and versatile,https://pbs.twimg.com/media/F40RJH-WMAA17hC.jpg,333,tweetImg333.jpg,2025,This five-star shrimp scampi with orzo is speedy and versatile. https://t.co/KmcQzSgGHx https://t.co/txgezOLsI4,An image of shrimp scampi in a skillet
en,Breaking News The New York attorney general has asked a judge to find that Donald Trump overvalued his properties by up to 22 billion,https://pbs.twimg.com/media/F40FrjpWMAAoG02.jpg,334,tweetImg334.jpg,2025,Breaking News: The New York attorney general has asked a judge to find that Donald Trump overvalued his properties by up to $2.2 billion. https://t.co/yzpZ7phLgX https://t.co/U3LxHpcqr9,"An image of a news article with the headline: Trump Inflated Property Values by up to $2.Billion, New York AG Says"
en,Football gave the University of Maryland Coach Michael Locksley a scholarship a family and a career But it also likely contributed to his sons CTE diagnosis the degenerative brain disease caused by repeated blows to the head,https://pbs.twimg.com/amplify_video_thumb/1696973703299338240/img/QntLgJzbp7oENzWY.jpg,335,tweetImg335.jpg,2025,"Football gave the University of Maryland Coach Michael Locksley a scholarship, a family and a career. But it also likely contributed to his son’s CTE diagnosis, the degenerative brain disease caused by repeated blows to the head. https://t.co/Z8zEiTYusb https://t.co/VPDe7siLN6",An image of a football coach walking the line on the football field
en,Hurricane Idalia dumped heavy rain across parts of the Southeast on Wednesday Flood waters were rising rapidly in Crystal River Florida about two hours southeast of where Idalia made landfall,https://pbs.twimg.com/amplify_video_thumb/1696997655287644160/img/8oZq0z5VgknkatM1.jpg,336,tweetImg336.jpg,2025,"Hurricane Idalia dumped heavy rain across parts of the Southeast on Wednesday. Flood waters were rising rapidly in Crystal River, Florida, about two hours southeast of where Idalia made landfall. https://t.co/l7UCnb8fHW https://t.co/DPPaioj1Gb","An image of a flooded street in Crystal River, Florida, with a boat and a car in the water."
en,If watching the first season of The Summer I Turned Pretty felt like basking in a perfect summer day the second season feels darker cloudier shrouded by loss In an interview Lola Tung discussed her role as Isabel Conklin Taylor Swift and more,https://pbs.twimg.com/media/F4zzYryXAAA2uak.jpg,337,tweetImg337.jpg,2025,"If watching the first season of “The Summer I Turned Pretty” felt like basking in a perfect summer day, the second season feels darker, cloudier, shrouded by loss. In an interview, Lola Tung discussed her role as Isabel Conklin, Taylor Swift and more. https://t.co/Rm3uLoEzAT https://t.co/13FO6YLLOI",An image of a woman in a dress standing behind a fence.
en,One bartender in New York City has fielded plenty of requests only from men to transfer a cocktail into a rocks glass Another bartender said Ive seen men freak out about a straw,https://pbs.twimg.com/media/F4zpEZ-XAAAWyny.jpg,338,tweetImg338.jpg,2025,"One bartender in New York City has fielded plenty of requests — only from men — to transfer a cocktail into a rocks glass. Another bartender said, “I’ve seen men freak out about a straw.” https://t.co/4E79XldkPJ https://t.co/lYeBh9TniM",An image of cocktails and a cocktail glass on a table
en,From TheAthletic Tom Moore has spent the last 70 years scripting a career as one of the greatest offensive minds in NFL history Im 84 Im not sure how many days Ive got left to live but I know one thing I aint gonna waste them sleeping,https://pbs.twimg.com/media/F4zlpHlXIAA_JZy.jpg,339,tweetImg339.jpg,2025,"From @TheAthletic: Tom Moore has spent the last 70 years scripting a career as one of the greatest offensive minds in NFL history.

“I’m 84. I’m not sure how many days I’ve got left to live, but I know one thing: I ain’t gonna waste them sleeping.” https://t.co/p3MFIgYvgI https://t.co/Nefas67PWl",An image of a man in a red shirt
en,Senator Mitch McConnell experienced another alarming freezeup at a news conference on Wednesday in Covington Kentucky the second such episode caught on camera in recent weeks The episode intensified questions about his future in the Senate,https://pbs.twimg.com/amplify_video_thumb/1696980370325905408/img/z3D0Axi-QZrALs0U.jpg,340,tweetImg340.jpg,2025,"Senator Mitch McConnell experienced another alarming freeze-up at a news conference on Wednesday in Covington, Kentucky, the second such episode caught on camera in recent weeks. The episode intensified questions about his future in the Senate. https://t.co/q05DVdCWjO https://t.co/4fXBhhABy2",An image of Mitch McConnell putting his hand to his head
en,The Canadian government warned LGBTQ travelers to the US about a series of recently enacted state laws that restrict transgender and other gay people The warning did not name specific states,https://pbs.twimg.com/media/F4zaMkQWoAAeRwh.png,341,tweetImg341.jpg,2025,The Canadian government warned LGBTQ travelers to the U.S. about a series of recently enacted state laws that restrict transgender and other gay people. The warning did not name specific states. https://t.co/ODHwOmvlSm https://t.co/YBMQ6rRbZR,"An image of a notice from the U.S. State Department warning travelers about the U-S.'s ""check-restrictive state and local laws"" that came into effect in August."
en,Narcan is now approved for overthecounter sales in the US and should be widely available next week at big retail stores Experts say that these nasal sprays can swiftly reverse an opioid overdose and are easy to use Heres how it works,https://pbs.twimg.com/amplify_video_thumb/1696947621716221952/img/vcSCbP-xmSROzx3k.jpg,342,tweetImg342.jpg,2025,"Narcan is now approved for over-the-counter sales in the U.S. and should be widely available next week at big retail stores. Experts say that these nasal sprays can swiftly reverse an opioid overdose and are easy to use. 

Here’s how it works. https://t.co/Tr9623ID6i https://t.co/hdHcZoxtKp","An image of a hand holding a naloxone spray with the title ""How to Reverse an Overdose with Naloxone Spray"""
